"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"08.03.2019 08:00 - 08.03.2019 08:15","17040","15614"
"08.03.2019 08:15 - 08.03.2019 08:30","17305","15738"
"08.03.2019 08:30 - 08.03.2019 08:45","17514","15733"
"08.03.2019 08:45 - 08.03.2019 09:00","17712","15738"
"08.03.2019 09:00 - 08.03.2019 09:15","17826","15783"
"08.03.2019 09:15 - 08.03.2019 09:30","17858","15750"
"08.03.2019 09:30 - 08.03.2019 09:45","17839","15611"
"08.03.2019 09:45 - 08.03.2019 10:00","17798","15522"
"08.03.2019 10:00 - 08.03.2019 10:15","17720","15414"
"08.03.2019 10:15 - 08.03.2019 10:30","17589","15313"
"08.03.2019 10:30 - 08.03.2019 10:45","17465","15203"
"08.03.2019 10:45 - 08.03.2019 11:00","17393","15091"
"08.03.2019 11:00 - 08.03.2019 11:15","17263","14887"
"08.03.2019 11:15 - 08.03.2019 11:30","17040","14831"
"08.03.2019 11:30 - 08.03.2019 11:45","16758","14754"
"08.03.2019 11:45 - 08.03.2019 12:00","16732","14679"
"08.03.2019 12:00 - 08.03.2019 12:15","16536","14579"
"08.03.2019 12:15 - 08.03.2019 12:30","16258","14561"
"08.03.2019 12:30 - 08.03.2019 12:45","15966","14396"
"08.03.2019 12:45 - 08.03.2019 13:00","15779","14290"
"08.03.2019 13:00 - 08.03.2019 13:15","15826","14192"
"08.03.2019 13:15 - 08.03.2019 13:30","15838","14126"
"08.03.2019 13:30 - 08.03.2019 13:45","16093","14204"
"08.03.2019 13:45 - 08.03.2019 14:00","16133","14234"
"08.03.2019 14:00 - 08.03.2019 14:15","16105","14238"
"08.03.2019 14:15 - 08.03.2019 14:30","16101","14249"
"08.03.2019 14:30 - 08.03.2019 14:45","16181","14321"
"08.03.2019 14:45 - 08.03.2019 15:00","16126","14410"
"08.03.2019 15:00 - 08.03.2019 15:15","16295","14435"
"08.03.2019 15:15 - 08.03.2019 15:30","15833","14719"
"08.03.2019 15:30 - 08.03.2019 15:45","15937","14898"
"08.03.2019 15:45 - 08.03.2019 16:00","16073","15118"
"08.03.2019 16:00 - 08.03.2019 16:15","16179","15181"
"08.03.2019 16:15 - 08.03.2019 16:30","16301","15343"
"08.03.2019 16:30 - 08.03.2019 16:45","16454","15535"
"08.03.2019 16:45 - 08.03.2019 17:00","16625","15686"
"08.03.2019 17:00 - 08.03.2019 17:15","16743","15858"
"08.03.2019 17:15 - 08.03.2019 17:30","16840","15984"
"08.03.2019 17:30 - 08.03.2019 17:45","17004","16060"
"08.03.2019 17:45 - 08.03.2019 18:00","17078","16164"
"08.03.2019 18:00 - 08.03.2019 18:15","16976","15958"
"08.03.2019 18:15 - 08.03.2019 18:30","16919","15918"
"08.03.2019 18:30 - 08.03.2019 18:45","16931","15994"
"08.03.2019 18:45 - 08.03.2019 19:00","16893","16178"
"08.03.2019 19:00 - 08.03.2019 19:15","16755","16126"
"08.03.2019 19:15 - 08.03.2019 19:30","16594","15972"
"08.03.2019 19:30 - 08.03.2019 19:45","16438","15873"
"08.03.2019 19:45 - 08.03.2019 20:00","16323","15771"
"08.03.2019 20:00 - 08.03.2019 20:15","16123","15504"
"08.03.2019 20:15 - 08.03.2019 20:30","15889","15272"
"08.03.2019 20:30 - 08.03.2019 20:45","15677","15052"
"08.03.2019 20:45 - 08.03.2019 21:00","15414","14851"
"08.03.2019 21:00 - 08.03.2019 21:15","15135","14552"
"08.03.2019 21:15 - 08.03.2019 21:30","14826","14253"
"08.03.2019 21:30 - 08.03.2019 21:45","14493","14030"
"08.03.2019 21:45 - 08.03.2019 22:00","14091","13877"
"08.03.2019 22:00 - 08.03.2019 22:15","13784","13585"
"08.03.2019 22:15 - 08.03.2019 22:30","13590","13412"
"08.03.2019 22:30 - 08.03.2019 22:45","13374","13189"
"08.03.2019 22:45 - 08.03.2019 23:00","13161","13008"
"08.03.2019 23:00 - 08.03.2019 23:15","13010","12858"
"08.03.2019 23:15 - 08.03.2019 23:30","12932","12669"
"08.03.2019 23:30 - 08.03.2019 23:45","12743","12485"
"08.03.2019 23:45 - 09.03.2019 00:00","12493","12293"
"09.03.2019 00:00 - 09.03.2019 00:15","12230","12135"
"09.03.2019 00:15 - 09.03.2019 00:30","12205","11983"
"09.03.2019 00:30 - 09.03.2019 00:45","12058","11858"
"09.03.2019 00:45 - 09.03.2019 01:00","11883","11749"
"09.03.2019 01:00 - 09.03.2019 01:15","11751","11702"
"09.03.2019 01:15 - 09.03.2019 01:30","11698","11610"
"09.03.2019 01:30 - 09.03.2019 01:45","11593","11561"
"09.03.2019 01:45 - 09.03.2019 02:00","11514","11479"
"09.03.2019 02:00 - 09.03.2019 02:15","11450","11455"
"09.03.2019 02:15 - 09.03.2019 02:30","11443","11387"
"09.03.2019 02:30 - 09.03.2019 02:45","11411","11309"
"09.03.2019 02:45 - 09.03.2019 03:00","11356","11235"
"09.03.2019 03:00 - 09.03.2019 03:15","11354","11246"
"09.03.2019 03:15 - 09.03.2019 03:30","11354","11226"
"09.03.2019 03:30 - 09.03.2019 03:45","11352","11206"
"09.03.2019 03:45 - 09.03.2019 04:00","11304","11167"
"09.03.2019 04:00 - 09.03.2019 04:15","11293","11190"
"09.03.2019 04:15 - 09.03.2019 04:30","11320","11206"
"09.03.2019 04:30 - 09.03.2019 04:45","11350","11186"
"09.03.2019 04:45 - 09.03.2019 05:00","11356","11186"
"09.03.2019 05:00 - 09.03.2019 05:15","11349","11223"
"09.03.2019 05:15 - 09.03.2019 05:30","11385","11206"
"09.03.2019 05:30 - 09.03.2019 05:45","11451","11266"
"09.03.2019 05:45 - 09.03.2019 06:00","11533","11282"
"09.03.2019 06:00 - 09.03.2019 06:15","11670","11480"
"09.03.2019 06:15 - 09.03.2019 06:30","11803","11633"
"09.03.2019 06:30 - 09.03.2019 06:45","11853","11819"
"09.03.2019 06:45 - 09.03.2019 07:00","11940","11980"
"09.03.2019 07:00 - 09.03.2019 07:15","12133","12175"
"09.03.2019 07:15 - 09.03.2019 07:30","12384","12283"
"09.03.2019 07:30 - 09.03.2019 07:45","12544","12457"
"09.03.2019 07:45 - 09.03.2019 08:00","12671","12656"
"09.03.2019 08:00 - 09.03.2019 08:15","12869","12898"
"09.03.2019 08:15 - 09.03.2019 08:30","13051","13114"
"09.03.2019 08:30 - 09.03.2019 08:45","13144","13297"
"09.03.2019 08:45 - 09.03.2019 09:00","13246","13529"
"09.03.2019 09:00 - 09.03.2019 09:15","13360","13733"
"09.03.2019 09:15 - 09.03.2019 09:30","13439","13827"
"09.03.2019 09:30 - 09.03.2019 09:45","13416","13901"
"09.03.2019 09:45 - 09.03.2019 10:00","13322","13969"
"09.03.2019 10:00 - 09.03.2019 10:15","13170","13999"
"09.03.2019 10:15 - 09.03.2019 10:30","12851","14000"
"09.03.2019 10:30 - 09.03.2019 10:45","12514","13903"
"09.03.2019 10:45 - 09.03.2019 11:00","12294","13853"
"09.03.2019 11:00 - 09.03.2019 11:15","12107","13763"
"09.03.2019 11:15 - 09.03.2019 11:30","11953","13629"
"09.03.2019 11:30 - 09.03.2019 11:45","11843","13504"
"09.03.2019 11:45 - 09.03.2019 12:00","11771","13450"
"09.03.2019 12:00 - 09.03.2019 12:15","11723","13414"
"09.03.2019 12:15 - 09.03.2019 12:30","11656","13411"
"09.03.2019 12:30 - 09.03.2019 12:45","11479","13475"
"09.03.2019 12:45 - 09.03.2019 13:00","11303","13471"
"09.03.2019 13:00 - 09.03.2019 13:15","11207","13546"
"09.03.2019 13:15 - 09.03.2019 13:30","11178","13692"
"09.03.2019 13:30 - 09.03.2019 13:45","11148","13733"
"09.03.2019 13:45 - 09.03.2019 14:00","11100","13775"
"09.03.2019 14:00 - 09.03.2019 14:15","11074","13746"
"09.03.2019 14:15 - 09.03.2019 14:30","11120","13836"
"09.03.2019 14:30 - 09.03.2019 14:45","11193","13809"
"09.03.2019 14:45 - 09.03.2019 15:00","11277","13798"
"09.03.2019 15:00 - 09.03.2019 15:15","11432","13729"
"09.03.2019 15:15 - 09.03.2019 15:30","11675","13676"
"09.03.2019 15:30 - 09.03.2019 15:45","11973","13524"
"09.03.2019 15:45 - 09.03.2019 16:00","12287","13418"
"09.03.2019 16:00 - 09.03.2019 16:15","12554","13311"
"09.03.2019 16:15 - 09.03.2019 16:30","12819","13348"
"09.03.2019 16:30 - 09.03.2019 16:45","13135","13470"
"09.03.2019 16:45 - 09.03.2019 17:00","13471","13750"
"09.03.2019 17:00 - 09.03.2019 17:15","13685","13872"
"09.03.2019 17:15 - 09.03.2019 17:30","13821","14078"
"09.03.2019 17:30 - 09.03.2019 17:45","14161","14351"
"09.03.2019 17:45 - 09.03.2019 18:00","14453","14484"
"09.03.2019 18:00 - 09.03.2019 18:15","14545","14360"
"09.03.2019 18:15 - 09.03.2019 18:30","14526","14384"
"09.03.2019 18:30 - 09.03.2019 18:45","14784","14535"
"09.03.2019 18:45 - 09.03.2019 19:00","14825","14787"
"09.03.2019 19:00 - 09.03.2019 19:15","14686","14826"
"09.03.2019 19:15 - 09.03.2019 19:30","14490","14691"
"09.03.2019 19:30 - 09.03.2019 19:45","14291","14597"
"09.03.2019 19:45 - 09.03.2019 20:00","14144","14484"
"09.03.2019 20:00 - 09.03.2019 20:15","14074","14302"
"09.03.2019 20:15 - 09.03.2019 20:30","14050","14178"
"09.03.2019 20:30 - 09.03.2019 20:45","13939","13975"
"09.03.2019 20:45 - 09.03.2019 21:00","13732","13781"
"09.03.2019 21:00 - 09.03.2019 21:15","13542","13585"
"09.03.2019 21:15 - 09.03.2019 21:30","13431","13397"
"09.03.2019 21:30 - 09.03.2019 21:45","13311","13262"
"09.03.2019 21:45 - 09.03.2019 22:00","13230","13136"
"09.03.2019 22:00 - 09.03.2019 22:15","13117","12953"
"09.03.2019 22:15 - 09.03.2019 22:30","12961","12832"
"09.03.2019 22:30 - 09.03.2019 22:45","12804","12636"
"09.03.2019 22:45 - 09.03.2019 23:00","12604","12476"
"09.03.2019 23:00 - 09.03.2019 23:15","12420","12265"
"09.03.2019 23:15 - 09.03.2019 23:30","12315","12092"
"09.03.2019 23:30 - 09.03.2019 23:45","12224","11903"
"09.03.2019 23:45 - 10.03.2019 00:00","12045","11743"
"10.03.2019 00:00 - 10.03.2019 00:15","11933","11518"
"10.03.2019 00:15 - 10.03.2019 00:30","11987","11331"
"10.03.2019 00:30 - 10.03.2019 00:45","11948","11193"
"10.03.2019 00:45 - 10.03.2019 01:00","11827","11082"
"10.03.2019 01:00 - 10.03.2019 01:15","11685","11016"
"10.03.2019 01:15 - 10.03.2019 01:30","11584","10933"
"10.03.2019 01:30 - 10.03.2019 01:45","11508","10864"
"10.03.2019 01:45 - 10.03.2019 02:00","11379","10776"
"10.03.2019 02:00 - 10.03.2019 02:15","11328","10692"
"10.03.2019 02:15 - 10.03.2019 02:30","11370","10649"
"10.03.2019 02:30 - 10.03.2019 02:45","11382","10592"
"10.03.2019 02:45 - 10.03.2019 03:00","11373","10544"
"10.03.2019 03:00 - 10.03.2019 03:15","11386","10553"
"10.03.2019 03:15 - 10.03.2019 03:30","11467","10512"
"10.03.2019 03:30 - 10.03.2019 03:45","11457","10498"
"10.03.2019 03:45 - 10.03.2019 04:00","11431","10502"
"10.03.2019 04:00 - 10.03.2019 04:15","11426","10565"
"10.03.2019 04:15 - 10.03.2019 04:30","11441","10586"
"10.03.2019 04:30 - 10.03.2019 04:45","11442","10569"
"10.03.2019 04:45 - 10.03.2019 05:00","11422","10562"
"10.03.2019 05:00 - 10.03.2019 05:15","11408","10615"
"10.03.2019 05:15 - 10.03.2019 05:30","11410","10663"
"10.03.2019 05:30 - 10.03.2019 05:45","11386","10710"
"10.03.2019 05:45 - 10.03.2019 06:00","11418","10739"
"10.03.2019 06:00 - 10.03.2019 06:15","11495","10814"
"10.03.2019 06:15 - 10.03.2019 06:30","11624","10892"
"10.03.2019 06:30 - 10.03.2019 06:45","11722","11008"
"10.03.2019 06:45 - 10.03.2019 07:00","11803","11072"
"10.03.2019 07:00 - 10.03.2019 07:15","11843","11210"
"10.03.2019 07:15 - 10.03.2019 07:30","11917","11280"
"10.03.2019 07:30 - 10.03.2019 07:45","11923","11424"
"10.03.2019 07:45 - 10.03.2019 08:00","11971","11625"
"10.03.2019 08:00 - 10.03.2019 08:15","12049","11785"
"10.03.2019 08:15 - 10.03.2019 08:30","12166","11985"
"10.03.2019 08:30 - 10.03.2019 08:45","12249","12266"
"10.03.2019 08:45 - 10.03.2019 09:00","12270","12411"
"10.03.2019 09:00 - 10.03.2019 09:15","12282","12589"
"10.03.2019 09:15 - 10.03.2019 09:30","12233","12814"
"10.03.2019 09:30 - 10.03.2019 09:45","12137","12933"
"10.03.2019 09:45 - 10.03.2019 10:00","11989","13092"
"10.03.2019 10:00 - 10.03.2019 10:15","11804","13204"
"10.03.2019 10:15 - 10.03.2019 10:30","11617","13305"
"10.03.2019 10:30 - 10.03.2019 10:45","11364","13335"
"10.03.2019 10:45 - 10.03.2019 11:00","11088","13426"
"10.03.2019 11:00 - 10.03.2019 11:15","10894","13508"
"10.03.2019 11:15 - 10.03.2019 11:30","10758","13538"
"10.03.2019 11:30 - 10.03.2019 11:45","10604","13717"
"10.03.2019 11:45 - 10.03.2019 12:00","10500","13739"
"10.03.2019 12:00 - 10.03.2019 12:15","10446","13781"
"10.03.2019 12:15 - 10.03.2019 12:30","10370","13843"
"10.03.2019 12:30 - 10.03.2019 12:45","10259","13832"
"10.03.2019 12:45 - 10.03.2019 13:00","10134","13853"
"10.03.2019 13:00 - 10.03.2019 13:15","10092","13802"
"10.03.2019 13:15 - 10.03.2019 13:30","10102","13786"
"10.03.2019 13:30 - 10.03.2019 13:45","10111","13725"
"10.03.2019 13:45 - 10.03.2019 14:00","10104","13645"
"10.03.2019 14:00 - 10.03.2019 14:15","10125","13595"
"10.03.2019 14:15 - 10.03.2019 14:30","10210","13628"
"10.03.2019 14:30 - 10.03.2019 14:45","10307","13635"
"10.03.2019 14:45 - 10.03.2019 15:00","10454","13675"
"10.03.2019 15:00 - 10.03.2019 15:15","10614","13678"
"10.03.2019 15:15 - 10.03.2019 15:30","10842","13679"
"10.03.2019 15:30 - 10.03.2019 15:45","11133","13706"
"10.03.2019 15:45 - 10.03.2019 16:00","11393","13678"
"10.03.2019 16:00 - 10.03.2019 16:15","11608","13730"
"10.03.2019 16:15 - 10.03.2019 16:30","11926","13810"
"10.03.2019 16:30 - 10.03.2019 16:45","12318","13916"
"10.03.2019 16:45 - 10.03.2019 17:00","12692","14147"
"10.03.2019 17:00 - 10.03.2019 17:15","12926","14324"
"10.03.2019 17:15 - 10.03.2019 17:30","13135","14455"
"10.03.2019 17:30 - 10.03.2019 17:45","13547","14621"
"10.03.2019 17:45 - 10.03.2019 18:00","13898","14704"
"10.03.2019 18:00 - 10.03.2019 18:15","14040","14542"
"10.03.2019 18:15 - 10.03.2019 18:30","14062","14521"
"10.03.2019 18:30 - 10.03.2019 18:45","14341","14561"
"10.03.2019 18:45 - 10.03.2019 19:00","14470","14824"
"10.03.2019 19:00 - 10.03.2019 19:15","14409","14905"
"10.03.2019 19:15 - 10.03.2019 19:30","14251","14857"
"10.03.2019 19:30 - 10.03.2019 19:45","14112","14782"
"10.03.2019 19:45 - 10.03.2019 20:00","14048","14746"
"10.03.2019 20:00 - 10.03.2019 20:15","13981","14610"
"10.03.2019 20:15 - 10.03.2019 20:30","13940","14474"
"10.03.2019 20:30 - 10.03.2019 20:45","13781","14233"
"10.03.2019 20:45 - 10.03.2019 21:00","13573","14078"
"10.03.2019 21:00 - 10.03.2019 21:15","13502","13869"
"10.03.2019 21:15 - 10.03.2019 21:30","13447","13752"
"10.03.2019 21:30 - 10.03.2019 21:45","13296","13587"
"10.03.2019 21:45 - 10.03.2019 22:00","13089","13410"
"10.03.2019 22:00 - 10.03.2019 22:15","12926","13234"
"10.03.2019 22:15 - 10.03.2019 22:30","12827","13012"
"10.03.2019 22:30 - 10.03.2019 22:45","12641","12889"
"10.03.2019 22:45 - 10.03.2019 23:00","12386","12672"
"10.03.2019 23:00 - 10.03.2019 23:15","12181","12349"
"10.03.2019 23:15 - 10.03.2019 23:30","12085","12156"
"10.03.2019 23:30 - 10.03.2019 23:45","11948","12002"
"10.03.2019 23:45 - 11.03.2019 00:00","11742","11803"
"11.03.2019 00:00 - 11.03.2019 00:15","11653","11709"
"11.03.2019 00:15 - 11.03.2019 00:30","11739","11563"
"11.03.2019 00:30 - 11.03.2019 00:45","11742","11445"
"11.03.2019 00:45 - 11.03.2019 01:00","11660","11360"
"11.03.2019 01:00 - 11.03.2019 01:15","11550","11312"
"11.03.2019 01:15 - 11.03.2019 01:30","11523","11243"
"11.03.2019 01:30 - 11.03.2019 01:45","11503","11224"
"11.03.2019 01:45 - 11.03.2019 02:00","11438","11205"
"11.03.2019 02:00 - 11.03.2019 02:15","11428","11225"
"11.03.2019 02:15 - 11.03.2019 02:30","11488","11211"
"11.03.2019 02:30 - 11.03.2019 02:45","11492","11164"
"11.03.2019 02:45 - 11.03.2019 03:00","11492","11175"
"11.03.2019 03:00 - 11.03.2019 03:15","11505","11167"
"11.03.2019 03:15 - 11.03.2019 03:30","11602","11218"
"11.03.2019 03:30 - 11.03.2019 03:45","11625","11226"
"11.03.2019 03:45 - 11.03.2019 04:00","11641","11209"
"11.03.2019 04:00 - 11.03.2019 04:15","11662","11284"
"11.03.2019 04:15 - 11.03.2019 04:30","11697","11329"
"11.03.2019 04:30 - 11.03.2019 04:45","11736","11434"
"11.03.2019 04:45 - 11.03.2019 05:00","11803","11485"
"11.03.2019 05:00 - 11.03.2019 05:15","11917","11654"
"11.03.2019 05:15 - 11.03.2019 05:30","12093","11744"
"11.03.2019 05:30 - 11.03.2019 05:45","12312","11956"
"11.03.2019 05:45 - 11.03.2019 06:00","12596","12245"
"11.03.2019 06:00 - 11.03.2019 06:15","13005","12692"
"11.03.2019 06:15 - 11.03.2019 06:30","13575","13136"
"11.03.2019 06:30 - 11.03.2019 06:45","14144","13524"
"11.03.2019 06:45 - 11.03.2019 07:00","14696","13924"
"11.03.2019 07:00 - 11.03.2019 07:15","15340","14432"
"11.03.2019 07:15 - 11.03.2019 07:30","16031","14883"
"11.03.2019 07:30 - 11.03.2019 07:45","16580","15300"
"11.03.2019 07:45 - 11.03.2019 08:00","17024","15652"
"11.03.2019 08:00 - 11.03.2019 08:15","17396","15817"
"11.03.2019 08:15 - 11.03.2019 08:30","17629","16018"
"11.03.2019 08:30 - 11.03.2019 08:45","17775","16235"
"11.03.2019 08:45 - 11.03.2019 09:00","17860","16383"
"11.03.2019 09:00 - 11.03.2019 09:15","17741","16426"
"11.03.2019 09:15 - 11.03.2019 09:30","17535","16455"
"11.03.2019 09:30 - 11.03.2019 09:45","17273","16386"
"11.03.2019 09:45 - 11.03.2019 10:00","16931","16395"
"11.03.2019 10:00 - 11.03.2019 10:15","16528","16354"
"11.03.2019 10:15 - 11.03.2019 10:30","15974","16136"
"11.03.2019 10:30 - 11.03.2019 10:45","15639","16001"
"11.03.2019 10:45 - 11.03.2019 11:00","15436","15933"
"11.03.2019 11:00 - 11.03.2019 11:15","15163","15775"
"11.03.2019 11:15 - 11.03.2019 11:30","14832","15685"
"11.03.2019 11:30 - 11.03.2019 11:45","14545","15633"
"11.03.2019 11:45 - 11.03.2019 12:00","14370","15598"
"11.03.2019 12:00 - 11.03.2019 12:15","14229","15545"
"11.03.2019 12:15 - 11.03.2019 12:30","14038","15442"
"11.03.2019 12:30 - 11.03.2019 12:45","13820","15339"
"11.03.2019 12:45 - 11.03.2019 13:00","13653","15286"
"11.03.2019 13:00 - 11.03.2019 13:15","13640","15381"
"11.03.2019 13:15 - 11.03.2019 13:30","13721","15465"
"11.03.2019 13:30 - 11.03.2019 13:45","13817","15481"
"11.03.2019 13:45 - 11.03.2019 14:00","13866","15495"
"11.03.2019 14:00 - 11.03.2019 14:15","13922","15469"
"11.03.2019 14:15 - 11.03.2019 14:30","14003","15524"
"11.03.2019 14:30 - 11.03.2019 14:45","14107","15576"
"11.03.2019 14:45 - 11.03.2019 15:00","14250","15599"
"11.03.2019 15:00 - 11.03.2019 15:15","14465","15597"
"11.03.2019 15:15 - 11.03.2019 15:30","14699","15642"
"11.03.2019 15:30 - 11.03.2019 15:45","14978","15702"
"11.03.2019 15:45 - 11.03.2019 16:00","15325","15744"
"11.03.2019 16:00 - 11.03.2019 16:15","15637","15817"
"11.03.2019 16:15 - 11.03.2019 16:30","15937","15854"
"11.03.2019 16:30 - 11.03.2019 16:45","16229","15970"
"11.03.2019 16:45 - 11.03.2019 17:00","16542","16165"
"11.03.2019 17:00 - 11.03.2019 17:15","16814","16306"
"11.03.2019 17:15 - 11.03.2019 17:30","16956","16424"
"11.03.2019 17:30 - 11.03.2019 17:45","17217","16478"
"11.03.2019 17:45 - 11.03.2019 18:00","17372","16492"
"11.03.2019 18:00 - 11.03.2019 18:15","17346","16179"
"11.03.2019 18:15 - 11.03.2019 18:30","17198","16087"
"11.03.2019 18:30 - 11.03.2019 18:45","17407","16203"
"11.03.2019 18:45 - 11.03.2019 19:00","17523","16561"
"11.03.2019 19:00 - 11.03.2019 19:15","17448","16590"
"11.03.2019 19:15 - 11.03.2019 19:30","17329","16506"
"11.03.2019 19:30 - 11.03.2019 19:45","17166","16381"
"11.03.2019 19:45 - 11.03.2019 20:00","16998","16301"
"11.03.2019 20:00 - 11.03.2019 20:15","16874","16013"
"11.03.2019 20:15 - 11.03.2019 20:30","16663","15778"
"11.03.2019 20:30 - 11.03.2019 20:45","16452","15543"
"11.03.2019 20:45 - 11.03.2019 21:00","16202","15339"
"11.03.2019 21:00 - 11.03.2019 21:15","15949","15077"
"11.03.2019 21:15 - 11.03.2019 21:30","15733","14853"
"11.03.2019 21:30 - 11.03.2019 21:45","15439","14608"
"11.03.2019 21:45 - 11.03.2019 22:00","15103","14338"
"11.03.2019 22:00 - 11.03.2019 22:15","14815","14025"
"11.03.2019 22:15 - 11.03.2019 22:30","14541","13787"
"11.03.2019 22:30 - 11.03.2019 22:45","14234","13572"
"11.03.2019 22:45 - 11.03.2019 23:00","13932","13322"
"11.03.2019 23:00 - 11.03.2019 23:15","13707","13108"
"11.03.2019 23:15 - 11.03.2019 23:30","13622","12879"
"11.03.2019 23:30 - 11.03.2019 23:45","13408","12655"
"11.03.2019 23:45 - 12.03.2019 00:00","13118","12421"
"12.03.2019 00:00 - 12.03.2019 00:15","12950","12216"
"12.03.2019 00:15 - 12.03.2019 00:30","12927","12012"
"12.03.2019 00:30 - 12.03.2019 00:45","12856","11835"
"12.03.2019 00:45 - 12.03.2019 01:00","12727","11715"
"12.03.2019 01:00 - 12.03.2019 01:15","12590","11587"
"12.03.2019 01:15 - 12.03.2019 01:30","12477","11602"
"12.03.2019 01:30 - 12.03.2019 01:45","12373","11517"
"12.03.2019 01:45 - 12.03.2019 02:00","12229","11506"
"12.03.2019 02:00 - 12.03.2019 02:15","12174","11428"
"12.03.2019 02:15 - 12.03.2019 02:30","12154","11416"
"12.03.2019 02:30 - 12.03.2019 02:45","12122","11355"
"12.03.2019 02:45 - 12.03.2019 03:00","12052","11359"
"12.03.2019 03:00 - 12.03.2019 03:15","12024","11351"
"12.03.2019 03:15 - 12.03.2019 03:30","12020","11342"
"12.03.2019 03:30 - 12.03.2019 03:45","12017","11352"
"12.03.2019 03:45 - 12.03.2019 04:00","12010","11350"
"12.03.2019 04:00 - 12.03.2019 04:15","11986","11400"
"12.03.2019 04:15 - 12.03.2019 04:30","12011","11461"
"12.03.2019 04:30 - 12.03.2019 04:45","12062","11456"
"12.03.2019 04:45 - 12.03.2019 05:00","12098","11495"
"12.03.2019 05:00 - 12.03.2019 05:15","12147","11639"
"12.03.2019 05:15 - 12.03.2019 05:30","12258","11782"
"12.03.2019 05:30 - 12.03.2019 05:45","12440","11973"
"12.03.2019 05:45 - 12.03.2019 06:00","12704","12221"
"12.03.2019 06:00 - 12.03.2019 06:15","13034","12661"
"12.03.2019 06:15 - 12.03.2019 06:30","13516","13112"
"12.03.2019 06:30 - 12.03.2019 06:45","14046","13589"
"12.03.2019 06:45 - 12.03.2019 07:00","14579","13963"
"12.03.2019 07:00 - 12.03.2019 07:15","15206","14484"
"12.03.2019 07:15 - 12.03.2019 07:30","15900","14926"
"12.03.2019 07:30 - 12.03.2019 07:45","16402","15341"
"12.03.2019 07:45 - 12.03.2019 08:00","16775","15703"
"12.03.2019 08:00 - 12.03.2019 08:15","17032","15937"
"12.03.2019 08:15 - 12.03.2019 08:30","17209","16090"
"12.03.2019 08:30 - 12.03.2019 08:45","17342","16244"
"12.03.2019 08:45 - 12.03.2019 09:00","17358","16393"
"12.03.2019 09:00 - 12.03.2019 09:15","17268","16413"
"12.03.2019 09:15 - 12.03.2019 09:30","17088","16485"
"12.03.2019 09:30 - 12.03.2019 09:45","16865","16404"
"12.03.2019 09:45 - 12.03.2019 10:00","16578","16415"
"12.03.2019 10:00 - 12.03.2019 10:15","16332","16357"
"12.03.2019 10:15 - 12.03.2019 10:30","15796","16264"
"12.03.2019 10:30 - 12.03.2019 10:45","15341","16191"
"12.03.2019 10:45 - 12.03.2019 11:00","15085","16095"
"12.03.2019 11:00 - 12.03.2019 11:15","14982","16113"
"12.03.2019 11:15 - 12.03.2019 11:30","14787","16134"
"12.03.2019 11:30 - 12.03.2019 11:45","14578","16141"
"12.03.2019 11:45 - 12.03.2019 12:00","14442","16137"
"12.03.2019 12:00 - 12.03.2019 12:15","14331","16045"
"12.03.2019 12:15 - 12.03.2019 12:30","14159","15990"
"12.03.2019 12:30 - 12.03.2019 12:45","13979","15910"
"12.03.2019 12:45 - 12.03.2019 13:00","13878","15910"
"12.03.2019 13:00 - 12.03.2019 13:15","13874","15973"
"12.03.2019 13:15 - 12.03.2019 13:30","13949","16054"
"12.03.2019 13:30 - 12.03.2019 13:45","14049","16067"
"12.03.2019 13:45 - 12.03.2019 14:00","14106","16084"
"12.03.2019 14:00 - 12.03.2019 14:15","14133","16134"
"12.03.2019 14:15 - 12.03.2019 14:30","14212","16220"
"12.03.2019 14:30 - 12.03.2019 14:45","14296","16299"
"12.03.2019 14:45 - 12.03.2019 15:00","14181","16330"
"12.03.2019 15:00 - 12.03.2019 15:15","14127","16316"
"12.03.2019 15:15 - 12.03.2019 15:30","14521","16372"
"12.03.2019 15:30 - 12.03.2019 15:45","14757","16467"
"12.03.2019 15:45 - 12.03.2019 16:00","15075","16564"
"12.03.2019 16:00 - 12.03.2019 16:15","15418","16539"
"12.03.2019 16:15 - 12.03.2019 16:30","15703","16584"
"12.03.2019 16:30 - 12.03.2019 16:45","15946","16622"
"12.03.2019 16:45 - 12.03.2019 17:00","16245","16818"
"12.03.2019 17:00 - 12.03.2019 17:15","16382","16908"
"12.03.2019 17:15 - 12.03.2019 17:30","16463","17015"
"12.03.2019 17:30 - 12.03.2019 17:45","16835","17053"
"12.03.2019 17:45 - 12.03.2019 18:00","16959","17046"
"12.03.2019 18:00 - 12.03.2019 18:15","16852","16682"
"12.03.2019 18:15 - 12.03.2019 18:30","16654","16622"
"12.03.2019 18:30 - 12.03.2019 18:45","16924","16683"
"12.03.2019 18:45 - 12.03.2019 19:00","17103","16848"
"12.03.2019 19:00 - 12.03.2019 19:15","17074","16836"
"12.03.2019 19:15 - 12.03.2019 19:30","16905","16775"
"12.03.2019 19:30 - 12.03.2019 19:45","16786","16650"
"12.03.2019 19:45 - 12.03.2019 20:00","16619","16572"
"12.03.2019 20:00 - 12.03.2019 20:15","16482","16335"
"12.03.2019 20:15 - 12.03.2019 20:30","16290","16118"
"12.03.2019 20:30 - 12.03.2019 20:45","16095","15903"
